"product_class_id","product_id","brand_name","product_name","SKU","SRP","gross_weight","net_weight","recyclable_package","low_fat","units_per_case","cases_per_pallet","shelf_width","shelf_height","shelf_depth"
83,857,"Nationeel","Nationeel Cheese Dip",58195320963.00,NT$2.22,11.70,8.69,1,0,9,5,15.80,17.60,17.60
83,858,"Nationeel","Nationeel Fondue Mix",30914304852.00,NT$2.22,6.98,5.98,0,0,5,8,4.22,20.80,20.90
84,859,"Nationeel","Nationeel Mini Donuts",49776639342.00,NT$1.31,16.30,14.20,0,0,16,7,5.30,13.00,22.30
17,860,"Nationeel","Nationeel Beef Jerky",57831259369.00,NT$2.34,17.00,15.00,1,1,31,11,21.20,21.10,18.90
84,861,"Nationeel","Nationeel Chocolate Donuts",45931360125.00,NT$2.45,8.95,6.94,0,0,25,11,4.78,8.60,15.80
12,862,"Nationeel","Nationeel Low Fat Chips",12006705403.00,NT$2.73,9.70,8.69,0,0,29,12,19.40,14.40,7.51
82,863,"Nationeel","Nationeel Sesame Crackers",35442442297.00,NT$2.98,10.80,7.80,1,1,25,14,7.50,4.84,16.50
45,864,"Nationeel","Nationeel Frosted Cookies",95874724984.00,NT$1.63,12.50,10.50,1,1,34,5,6.40,15.20,12.90
109,865,"Nationeel","Nationeel Dried Apples",88548228144.00,NT$2.79,9.63,7.63,1,0,22,11,12.60,6.39,3.20
109,866,"Nationeel","Nationeel Apple Fruit Roll",94316146969.00,NT$3.46,11.20,10.10,0,1,26,14,13.20,16.70,14.50
109,867,"Nationeel","Nationeel Strawberry Fruit Roll",56227416396.00,NT$1.88,12.30,11.30,1,1,23,8,12.50,19.40,8.48
109,868,"Nationeel","Nationeel Raspberry Fruit Roll",31233101487.00,NT$3.58,14.40,12.30,1,0,5,13,15.30,6.52,9.72
109,869,"Nationeel","Nationeel Grape Fruit Roll",52382137179.00,NT$2.12,17.00,15.00,1,0,15,5,9.30,11.40,8.30
109,870,"Nationeel","Nationeel Dried Dates",86625588536.00,NT$1.97,20.00,18.00,1,0,9,12,14.80,11.80,14.20
109,871,"Nationeel","Nationeel Raisins",40425171256.00,NT$2.54,17.10,14.10,1,1,9,12,22.40,5.29,9.54
109,872,"Nationeel","Nationeel Golden Raisins",43906388878.00,NT$2.52,19.20,16.20,0,0,9,5,4.08,19.00,20.70
109,873,"Nationeel","Nationeel Dried Apricots",69628826975.00,NT$2.35,13.40,12.30,0,0,17,6,18.80,18.90,21.90
84,874,"Nationeel","Nationeel Frosted Donuts",42347810864.00,NT$1.59,11.40,10.30,0,0,28,8,20.90,20.10,14.40
36,875,"Thresher","Thresher Tasty Candy Bar",61210145354.00,NT$3.44,17.50,16.50,1,1,26,10,6.35,6.51,11.80
36,876,"Thresher","Thresher Mint Chocolate Bar",69264765381.00,NT$1.71,20.90,17.80,0,1,23,12,15.90,12.50,17.60
36,877,"Thresher","Thresher Malted Milk Balls",57364866137.00,NT$1.58,10.30,8.30,1,0,7,7,22.80,19.80,5.32
36,878,"Thresher","Thresher Semi-Sweet Chocolate Bar",34657252430.00,NT$1.87,18.80,17.70,1,0,4,5,16.50,11.80,9.55
37,879,"Thresher","Thresher Bubble Gum",58092989325.00,NT$1.11,11.70,9.69,1,1,9,11,3.56,8.31,11.10
38,880,"Thresher","Thresher Spicy Mints",83406100869.00,NT$3.65,11.10,8.10,0,0,34,11,10.80,8.53,13.20
38,881,"Thresher","Thresher Mints",99981734156.00,NT$1.81,7.20,5.19,0,0,7,7,10.90,17.10,14.20
36,882,"Thresher","Thresher White Chocolate Bar",15749652981.00,NT$2.49,11.50,9.50,1,1,26,9,5.17,5.50,14.70
5,883,"Monarch","Monarch Ravioli",67660922408.00,NT$2.90,8.20,5.19,1,0,18,10,8.85,22.20,5.20
5,884,"Monarch","Monarch Manicotti",42666607499.00,NT$2.60,13.00,10.00,0,0,22,12,5.30,7.26,15.50
5,885,"Monarch","Monarch Spaghetti",63815643191.00,NT$1.38,13.30,11.30,1,1,35,10,7.64,21.90,19.80
57,886,"Monarch","Monarch Thai Rice",98059094548.00,NT$3.11,8.44,6.43,0,0,7,6,17.10,18.60,13.20
57,887,"Monarch","Monarch Rice Medly",88445896506.00,NT$1.80,13.20,11.10,0,0,24,5,3.70,18.10,21.10
5,888,"Discover","Discover Ravioli",68024984002.00,NT$0.88,8.06,6.06,0,1,5,6,8.42,13.50,14.60
5,889,"Discover","Discover Manicotti",58628250956.00,NT$1.61,16.00,14.00,1,0,7,5,22.40,17.80,16.40
5,890,"Discover","Discover Spaghetti",31347234845.00,NT$2.61,21.70,20.70,1,1,6,10,3.54,5.15,21.50
57,891,"Discover","Discover Thai Rice",26307439208.00,NT$2.47,19.30,17.20,0,0,9,13,12.00,13.00,21.60
57,892,"Discover","Discover Rice Medly",58264189362.00,NT$2.73,14.50,13.50,1,0,27,9,20.60,5.19,20.00
43,893,"Pearl","Pearl Imported Beer",22462159991.00,NT$0.91,11.60,8.60,0,0,33,7,6.52,18.50,20.30
44,894,"Pearl","Pearl Light Wine",23656676411.00,NT$0.57,9.87,6.86,1,0,11,5,15.90,11.70,5.89
44,895,"Pearl","Pearl Chardonnay Wine",47092413306.00,NT$0.65,16.20,15.20,0,0,2,6,7.95,10.00,18.80
44,896,"Pearl","Pearl Chablis Wine",83622565865.00,NT$2.68,10.70,8.69,0,0,31,12,12.00,15.20,20.50
44,897,"Pearl","Pearl Merlot Wine",10198199152.00,NT$0.54,9.01,7.01,0,0,8,11,21.50,8.46,6.07
44,898,"Pearl","Pearl Chardonnay",94485405087.00,NT$1.74,15.40,12.30,0,0,34,12,13.40,6.68,19.00
44,899,"Pearl","Pearl White Zinfandel Wine",56396674513.00,NT$1.92,19.90,17.80,0,0,20,13,17.30,13.60,12.60
43,900,"Pearl","Pearl Light Beer",31402359604.00,NT$1.86,10.30,8.30,0,0,11,5,9.28,11.80,5.64
27,901,"Fantastic","Fantastic Pumpernickel Bread",52551395297.00,NT$2.99,13.50,11.50,1,0,23,13,4.06,13.20,14.60
27,902,"Fantastic","Fantastic White Bread",86794846653.00,NT$0.97,9.80,8.80,1,0,18,8,15.40,18.70,17.70
27,903,"Fantastic","Fantastic Rye Bread",77181648612.00,NT$2.52,21.40,18.30,1,1,4,14,16.10,13.10,8.45
26,904,"Fantastic","Fantastic English Muffins",56760736107.00,NT$1.50,7.94,4.94,1,0,28,6,12.90,15.90,9.44
26,905,"Fantastic","Fantastic Cranberry Muffins",16385304331.00,NT$2.33,20.50,18.50,0,0,25,8,17.20,19.30,4.88
26,906,"Fantastic","Fantastic Muffins",79104288220.00,NT$0.63,11.60,9.60,0,0,26,9,5.10,5.63,14.50
25,907,"Fantastic","Fantastic Bagels",15043191313.00,NT$3.42,6.04,4.03,1,1,27,5,17.10,12.10,10.60
26,908,"Fantastic","Fantastic Blueberry Muffins",46999941468.00,NT$0.69,18.60,16.60,1,1,19,10,12.50,3.32,13.60
27,909,"Fantastic","Fantastic Wheat Bread",11197912096.00,NT$1.55,10.60,8.60,0,1,13,7,13.90,4.15,10.50
49,910,"BBB Best","BBB Best Sesame Oil",12392428517.00,NT$1.84,15.40,14.30,0,1,13,7,6.97,20.00,16.30
53,911,"BBB Best","BBB Best Chunky Peanut Butter",35828165411.00,NT$1.97,6.97,3.96,0,1,10,14,7.18,17.50,13.30
51,912,"BBB Best","BBB Best Hot Chocolate",72358317971.00,NT$2.63,14.50,11.50,1,1,19,13,16.20,7.19,22.80
50,913,"BBB Best","BBB Best Brown Sugar",88933951258.00,NT$1.78,14.30,12.30,1,0,24,11,18.30,3.01,22.30
50,914,"BBB Best","BBB Best White Sugar",94701870083.00,NT$2.46,6.76,3.76,1,1,3,6,13.00,8.32,16.50
90,915,"BBB Best","BBB Best French Roast Coffee",45396098494.00,NT$2.87,17.10,15.10,0,0,34,6,5.87,10.40,12.60
90,916,"BBB Best","BBB Best Decaf Coffee",20401783585.00,NT$2.57,15.20,13.10,1,0,6,6,16.80,14.70,18.20
90,917,"BBB Best","BBB Best Regular Coffee",41550819277.00,NT$1.12,17.20,15.20,0,0,16,11,4.02,21.50,22.60
49,918,"BBB Best","BBB Best Vegetable Oil",75794270634.00,NT$2.97,13.50,11.50,0,1,15,13,17.70,9.12,3.72
49,919,"BBB Best","BBB Best Corn Oil",66181072592.00,NT$1.54,15.50,13.50,1,1,4,7,20.50,16.20,4.95
48,920,"BBB Best","BBB Best Tomato Sauce",45760160088.00,NT$0.73,8.09,6.09,1,0,30,11,3.86,4.84,16.60
49,921,"BBB Best","BBB Best Canola Oil",95384728312.00,NT$1.35,16.10,14.10,0,0,30,13,14.70,13.40,6.04
33,922,"BBB Best","BBB Best Grape Preserves",68103712201.00,NT$2.59,13.20,10.10,0,1,30,13,22.20,6.85,21.30
90,923,"BBB Best","BBB Best Columbian Coffee",63063916563.00,NT$1.44,16.20,14.20,0,0,18,8,8.02,16.20,22.20
31,924,"BBB Best","BBB Best Strawberry Jelly",35999365448.00,NT$2.70,21.20,18.20,0,0,30,5,13.10,15.40,10.70
4,925,"BBB Best","BBB Best Pepper",90197336077.00,NT$0.76,11.40,9.39,0,1,4,5,18.30,12.90,13.00
33,926,"BBB Best","BBB Best Low Fat Apple Butter",67489722371.00,NT$0.56,8.86,6.85,1,1,25,11,19.10,21.90,10.70
4,927,"BBB Best","BBB Best Salt",24827589392.00,NT$0.63,7.72,5.71,0,1,36,9,15.90,19.80,15.40
33,928,"BBB Best","BBB Best Apple Butter",61357741951.00,NT$1.65,9.38,7.38,1,1,33,12,15.10,8.04,21.80
4,929,"BBB Best","BBB Best Oregano",54031245112.00,NT$0.53,12.80,11.80,1,0,28,8,14.70,19.60,10.10
31,930,"BBB Best","BBB Best Apple Jelly",59799163937.00,NT$1.48,7.65,4.65,1,0,5,14,19.20,6.24,8.64
32,931,"BBB Best","BBB Best Grape Jam",45612563490.00,NT$1.90,20.20,17.20,0,0,9,10,3.29,20.70,9.08
32,932,"BBB Best","BBB Best Apple Jam",20618248581.00,NT$1.59,12.20,10.10,0,0,3,14,15.80,9.33,13.40
32,933,"BBB Best","BBB Best Strawberry Jam",31341258883.00,NT$3.38,10.20,9.19,1,1,28,5,19.20,17.30,8.37
53,934,"BBB Best","BBB Best Creamy Peanut Butter",41682580113.00,NT$1.10,12.80,11.80,0,0,20,11,3.14,7.76,9.45
33,935,"BBB Best","BBB Best Strawberry Preserves",32069382071.00,NT$2.80,7.54,4.53,0,1,6,11,19.40,8.78,20.40
53,936,"BBB Best","BBB Best Extra Chunky Peanut Butter",35550599694.00,NT$2.78,6.49,5.48,0,0,23,8,4.29,3.42,17.60
33,937,"BBB Best","BBB Best Apple Preserves",85175167918.00,NT$3.61,21.80,18.70,1,1,25,10,3.30,18.00,12.20
31,938,"BBB Best","BBB Best Grape Jelly",33992021679.00,NT$1.61,17.00,14.00,1,0,32,13,10.60,8.03,5.65
30,939,"Fabulous","Fabulous Berry Juice",52854356169.00,NT$0.70,10.80,8.80,0,0,19,13,3.20,11.20,16.90
52,940,"Fabulous","Fabulous Mango Drink",84811106324.00,NT$2.84,14.50,12.50,0,0,23,11,21.40,11.40,20.80
52,941,"Fabulous","Fabulous Strawberry Drink",49009076952.00,NT$3.95,18.30,16.20,0,0,35,10,10.60,20.60,11.90
19,942,"Fabulous","Fabulous Cream Soda",79714244008.00,NT$2.34,17.70,14.70,0,0,13,13,7.84,6.40,16.40
19,943,"Fabulous","Fabulous Diet Soda",37052111029.00,NT$2.47,18.60,16.60,1,0,1,12,12.40,8.69,11.20
19,944,"Fabulous","Fabulous Cola",73582263588.00,NT$0.88,16.40,15.30,1,0,17,13,19.90,14.00,21.90
19,945,"Fabulous","Fabulous Diet Cola",66255766749.00,NT$2.28,12.30,9.30,0,0,5,12,19.20,8.24,13.20
30,946,"Fabulous","Fabulous Orange Juice",72023685574.00,NT$2.85,6.00,4.00,1,0,2,11,5.40,21.10,10.20
30,947,"Fabulous","Fabulous Cranberry Juice",57837085127.00,NT$0.65,16.00,15.00,1,0,11,8,7.47,18.50,16.90
30,948,"Fabulous","Fabulous Apple Juice",98940640091.00,NT$2.96,16.90,13.80,0,0,34,7,12.00,20.80,11.60
52,949,"Fabulous","Fabulous Apple Drink",53991805911.00,NT$2.51,10.60,8.60,1,0,32,5,18.20,13.70,8.66
35,950,"Special","Special Oatmeal",64333127140.00,NT$3.47,9.56,6.56,0,0,25,8,3.69,15.00,10.80
35,951,"Special","Special Corn Puffs",43502888083.00,NT$1.93,16.10,15.10,1,0,17,14,19.40,19.10,8.19
35,952,"Special","Special Wheat Puffs",46984105706.00,NT$2.91,21.80,19.70,1,0,10,13,21.40,10.80,8.28
35,953,"Special","Special Grits",96608673930.00,NT$2.74,17.00,16.00,1,1,17,13,19.90,8.62,9.15
62,954,"Just Right","Just Right Canned Beets",45425527691.00,NT$1.74,8.66,6.65,1,0,32,6,8.79,9.41,3.67
62,955,"Just Right","Just Right Creamed Corn",64287862181.00,NT$3.83,15.20,13.10,0,0,3,12,15.80,5.78,5.86
62,956,"Just Right","Just Right Canned String Beans",72342482209.00,NT$1.20,10.00,9.00,1,1,13,6,22.00,12.30,19.30
58,957,"Just Right","Just Right Chicken Soup",60442582964.00,NT$2.97,13.50,12.50,1,1,10,11,20.40,10.60,17.60
62,958,"Just Right","Just Right Canned Yams",37734969258.00,NT$1.36,19.70,18.70,1,0,34,6,22.00,14.60,17.60
58,959,"Just Right","Just Right Vegetable Soup",26051535010.00,NT$1.50,17.20,15.20,0,0,2,13,12.00,13.60,17.70
62,960,"Just Right","Just Right Canned Tomatos",62581687569.00,NT$2.15,18.00,16.00,0,1,23,6,6.49,10.60,14.40
58,961,"Just Right","Just Right Noodle Soup",55255190730.00,NT$1.31,9.10,7.10,0,1,35,12,4.49,11.40,21.60
58,962,"Just Right","Just Right Regular Ramen Soup",61023109555.00,NT$1.87,9.31,6.31,1,1,10,7,9.47,15.10,13.20
58,963,"Just Right","Just Right Chicken Noodle Soup",22934378981.00,NT$2.40,20.50,18.50,1,1,6,13,6.68,10.60,9.16
58,964,"Just Right","Just Right Turkey Noodle Soup",87940064072.00,NT$1.99,16.70,14.70,0,0,24,6,19.70,16.10,7.25
58,965,"Just Right","Just Right Beef Soup",19089099764.00,NT$1.53,17.30,16.20,0,1,10,10,6.67,3.18,16.40
62,966,"Just Right","Just Right Canned Peas",53332551121.00,NT$2.49,8.02,5.02,1,0,20,11,11.00,10.50,11.20
58,967,"Just Right","Just Right Chicken Ramen Soup",43719353079.00,NT$0.61,12.30,11.30,1,1,34,11,15.20,4.49,14.20
93,968,"Just Right","Just Right Canned Tuna in Water",35983529686.00,NT$1.28,9.48,8.47,0,1,16,14,11.10,12.30,12.00
93,969,"Just Right","Just Right Canned Tuna in Oil",85608097910.00,NT$1.76,7.43,5.42,0,0,4,13,3.37,8.02,22.00
94,970,"Just Right","Just Right Large Canned Shrimp",34424951672.00,NT$3.11,13.90,12.80,0,1,3,14,6.05,6.26,7.29
95,971,"Just Right","Just Right Fancy Canned Anchovies",53287286162.00,NT$2.85,10.10,7.10,1,1,9,12,8.07,12.90,12.80
96,972,"Just Right","Just Right Fancy Canned Clams",61341906189.00,NT$2.23,7.65,5.65,0,0,6,8,7.93,17.40,15.50
97,973,"Just Right","Just Right Fancy Canned Oysters",49442006945.00,NT$1.34,14.80,12.80,0,1,36,11,4.08,9.35,12.60
98,974,"Just Right","Just Right Fancy Canned Sardines",26734393239.00,NT$0.79,6.89,4.88,1,1,24,6,15.30,15.70,12.00
58,975,"Just Right","Just Right Rice Soup",74072260260.00,NT$3.76,7.12,6.11,0,1,14,7,18.90,12.60,21.30
3,976,"Big City","Big City Canned Mixed Fruit",20602412819.00,NT$1.17,17.80,16.70,1,0,33,6,16.40,11.50,19.70
3,977,"Big City","Big City Canned Peaches",67893072962.00,NT$0.76,11.60,8.60,1,0,26,12,8.07,10.30,16.00
89,978,"Symphony","Symphony Rosy Sunglasses",73660991787.00,NT$1.60,17.40,15.30,1,0,36,7,8.03,4.31,11.10
103,979,"James Bay","James Bay Eyeglass Screwdriver",35572261214.00,NT$3.78,18.30,16.20,0,0,29,8,13.30,22.10,5.88
102,980,"James Bay","James Bay City Map",10577946305.00,NT$1.72,10.10,7.10,1,0,28,9,12.10,19.30,3.45
15,981,"Even Better","Even Better Low Fat Cottage Cheese",31726981997.00,NT$1.27,19.70,17.70,0,0,20,11,19.10,7.80,20.40
14,982,"Even Better","Even Better Low Fat Sour Cream",65970433354.00,NT$2.88,12.30,9.30,0,0,5,14,21.90,9.76,7.17
14,983,"Even Better","Even Better Sour Cream",56357235312.00,NT$0.82,20.30,18.20,0,0,34,9,14.40,18.30,11.50
11,984,"Even Better","Even Better Jack Cheese",59838452935.00,NT$0.81,6.33,4.32,1,1,20,10,19.10,18.80,20.10
11,985,"Even Better","Even Better Muenster Cheese",85560891032.00,NT$0.72,12.00,9.00,1,1,12,11,20.10,6.21,5.26
11,986,"Even Better","Even Better String Cheese",23160703778.00,NT$3.50,14.60,12.60,0,1,21,8,13.90,22.20,8.84
11,987,"Even Better","Even Better Low Fat String Cheese",42023038268.00,NT$2.59,18.60,16.60,0,0,15,13,4.16,4.98,9.50
11,988,"Even Better","Even Better Havarti Cheese",50077658295.00,NT$3.61,6.94,3.94,1,0,11,11,8.48,7.78,7.51
11,989,"Even Better","Even Better Head Cheese",38177759051.00,NT$0.84,13.10,10.10,1,0,18,13,10.40,9.59,17.40
11,990,"Even Better","Even Better Cheese Spread",15470145344.00,NT$3.12,7.91,6.90,1,0,13,9,18.00,22.90,13.30
11,991,"Even Better","Even Better Sharp Cheddar Cheese",38905882239.00,NT$3.25,17.20,16.20,1,0,15,12,17.30,10.50,22.30
11,992,"Even Better","Even Better Mild Cheddar Cheese",99338164925.00,NT$1.79,8.89,6.89,0,0,7,11,16.30,5.74,14.30
15,993,"Even Better","Even Better Large Curd Cottage Cheese",92011668086.00,NT$3.95,15.90,13.80,1,1,7,12,4.21,12.00,3.99
76,994,"Even Better","Even Better 2% Milk",62660415768.00,NT$0.79,15.70,12.60,0,0,6,7,6.54,16.70,18.40
76,995,"Even Better","Even Better Buttermilk",24571685194.00,NT$1.15,21.70,19.70,0,0,35,5,15.00,16.00,16.50
76,996,"Even Better","Even Better Chocolate Milk",89577370285.00,NT$0.85,14.80,12.80,1,0,6,5,20.60,12.20,18.70
76,997,"Even Better","Even Better 1% Milk",20726405978.00,NT$3.29,21.80,18.70,1,0,23,14,13.10,7.18,6.57
76,998,"Even Better","Even Better Whole Milk",54969857335.00,NT$1.25,8.02,6.02,0,0,20,11,21.70,5.95,6.29
6,999,"Even Better","Even Better Strawberry Yogurt",45356659293.00,NT$2.71,17.10,15.10,1,1,26,11,7.42,22.10,8.43
6,1000,"Even Better","Even Better Blueberry Yogurt",48837876915.00,NT$2.69,7.42,5.42,1,0,33,13,9.23,15.00,3.37
81,1001,"American","American Chicken Hot Dogs",74560315012.00,NT$2.52,19.90,18.80,0,1,13,13,14.50,11.70,8.82
91,1002,"American","American Pimento Loaf",47279298901.00,NT$2.76,7.49,6.48,1,1,33,12,22.80,15.60,9.61
91,1003,"American","American Beef Bologna",31022462248.00,NT$0.78,14.20,11.10,1,0,19,13,16.80,10.70,16.90
91,1004,"American","American Low Fat Bologna",39077082276.00,NT$2.87,15.80,13.80,1,0,5,8,17.20,12.20,13.20
81,1005,"American","American Turkey Hot Dogs",27177183032.00,NT$2.74,21.90,18.80,1,0,9,13,22.30,9.73,15.60
81,1006,"American","American Foot-Long Hot Dogs",94469569325.00,NT$2.14,8.40,5.39,0,0,29,9,8.49,6.85,16.70
16,1007,"American","American Low Fat Cole Slaw",27905306220.00,NT$2.27,7.26,5.26,0,1,5,7,5.29,4.83,21.40
16,1008,"American","American Cole Slaw",64435458779.00,NT$0.89,19.90,17.80,0,0,3,11,19.20,4.86,4.39
77,1009,"American","American Roasted Chicken",81011092066.00,NT$2.97,12.30,10.30,1,0,33,7,4.08,4.62,16.10
8,1010,"American","American Corned Beef",86779010891.00,NT$2.65,7.19,6.19,1,1,10,12,8.61,11.10,14.60
8,1011,"American","American Sliced Turkey",48690280318.00,NT$3.17,14.80,13.80,0,1,13,8,7.35,17.50,11.60
8,1012,"American","American Sliced Ham",11010876297.00,NT$2.76,6.81,3.80,0,1,7,12,19.80,6.15,16.00
16,1013,"American","American Potato Salad",32159911990.00,NT$1.55,20.70,18.70,1,1,4,7,3.31,14.10,10.90
8,1014,"American","American Sliced Chicken",66403363347.00,NT$0.59,7.32,5.32,1,0,24,10,7.19,4.58,12.00
66,1015,"National","National Small Brown Eggs",56790165305.00,NT$2.19,18.00,17.00,1,1,11,9,3.48,5.61,3.04
66,1016,"National","National Large Brown Eggs",36369252800.00,NT$1.17,17.00,15.00,0,1,34,10,8.34,20.20,20.20
66,1017,"National","National Small Eggs",85993821024.00,NT$2.89,21.30,19.20,0,1,23,10,12.60,3.04,18.20
66,1018,"National","National Large Eggs",58712804913.00,NT$0.93,16.60,14.60,0,1,8,6,19.90,12.90,11.60
66,1019,"National","National Egg Substitute",53673009276.00,NT$3.74,21.30,19.20,0,1,24,11,7.25,8.04,19.50
34,1020,"PigTail","PigTail Low Fat Waffles",50246916413.00,NT$0.51,14.70,12.60,0,0,26,6,6.61,15.60,8.48
110,1021,"PigTail","PigTail Orange Popsicles",14444887042.00,NT$1.22,12.60,10.60,0,1,23,8,10.70,19.10,3.39
100,1022,"PigTail","PigTail Frozen Chicken Breast",15639403462.00,NT$1.51,12.50,10.50,1,1,27,13,20.20,16.10,15.30
29,1023,"PigTail","PigTail Frozen Pancakes",39075140357.00,NT$1.64,14.10,13.10,0,1,25,5,10.70,12.00,9.20
63,1024,"PigTail","PigTail Low Fat French Fries",75605292916.00,NT$3.95,7.54,6.53,1,0,9,11,8.98,6.30,8.15
64,1025,"PigTail","PigTail Frozen Sausage Pizza",92180926203.00,NT$1.45,18.70,16.70,0,0,14,12,7.48,4.02,9.02
34,1026,"PigTail","PigTail Blueberry Waffles",97948845028.00,NT$2.13,11.20,9.19,1,0,7,7,20.30,20.40,13.20
63,1027,"PigTail","PigTail Fajita French Fries",59860114455.00,NT$2.31,6.88,4.88,1,0,29,11,18.20,12.30,4.41
34,1028,"PigTail","PigTail Waffles",34865799546.00,NT$2.24,17.60,16.60,1,0,11,9,4.47,18.90,17.90
64,1029,"PigTail","PigTail Frozen Pepperoni Pizza",20895664095.00,NT$1.68,6.06,3.05,0,1,30,7,6.95,12.80,5.94
64,1030,"PigTail","PigTail Frozen Cheese Pizza",55139115452.00,NT$2.64,12.60,9.60,1,1,10,6,13.50,6.91,20.70
64,1031,"PigTail","PigTail Frozen Mushroom Pizza",45525917410.00,NT$1.21,10.10,8.10,1,1,13,13,3.52,5.91,20.90
34,1032,"PigTail","PigTail Apple Cinnamon Waffles",25105004906.00,NT$0.55,15.90,14.80,0,0,29,12,3.30,11.00,20.90
60,1033,"PigTail","PigTail Frozen Carrots",74729573130.00,NT$1.91,6.99,4.98,0,0,12,13,21.20,11.70,8.15
10,1034,"PigTail","PigTail Turkey TV Dinner",47448557019.00,NT$2.91,21.90,19.80,1,0,23,7,6.33,15.30,20.30
10,1035,"PigTail","PigTail Chicken TV Dinner",42408761382.00,NT$1.11,18.40,16.30,1,0,17,13,3.49,10.90,15.70
10,1036,"PigTail","PigTail Beef TV Dinner",74365511536.00,NT$2.14,14.50,13.50,1,1,35,6,16.50,16.50,13.80
28,1037,"PigTail","PigTail Pancake Mix",38563482165.00,NT$0.58,13.90,11.80,1,0,14,7,14.40,17.80,18.30
110,1038,"PigTail","PigTail Grape Popsicles",94638827443.00,NT$0.74,16.50,14.50,0,1,5,7,17.50,12.70,19.40
63,1039,"PigTail","PigTail Home Style French Fries",28074564337.00,NT$0.81,9.94,7.93,0,0,13,12,7.03,14.80,5.92
110,1040,"PigTail","PigTail Lime Popsicles",64604716897.00,NT$1.32,17.00,15.00,0,1,14,8,13.60,18.90,10.50
9,1041,"PigTail","PigTail Ice Cream",81180350184.00,NT$0.71,20.00,18.00,0,1,2,7,11.10,22.70,4.03
9,1042,"PigTail","PigTail Ice Cream Sandwich",86948269009.00,NT$1.15,16.60,14.60,1,0,14,6,17.60,17.20,16.80
60,1043,"PigTail","PigTail Frozen Cauliflower",48859538435.00,NT$1.57,7.77,5.76,0,1,26,8,14.30,15.80,19.00
60,1044,"PigTail","PigTail Frozen Broccoli",23865223526.00,NT$1.27,10.20,8.19,1,1,17,10,19.50,8.50,5.11
60,1045,"PigTail","PigTail Frozen Corn",45014259219.00,NT$3.70,12.70,11.60,1,0,9,11,15.30,22.20,13.70
60,1046,"PigTail","PigTail Frozen Peas",79257710576.00,NT$1.66,9.84,7.84,1,1,32,7,11.80,16.80,16.50
9,1047,"PigTail","PigTail Popsicles",34525341391.00,NT$3.23,10.00,8.00,1,0,16,13,15.50,13.70,5.81
100,1048,"PigTail","PigTail Frozen Chicken Thighs",14104428887.00,NT$2.21,19.50,17.50,1,1,35,12,13.00,12.40,4.74
100,1049,"PigTail","PigTail Frozen Chicken Wings",63728997111.00,NT$3.93,8.35,5.35,0,0,27,14,19.30,3.07,17.60
110,1050,"PigTail","PigTail Lemon Popsicles",36447980999.00,NT$1.28,15.30,13.30,1,0,8,8,19.20,17.20,12.10
78,1051,"Bird Call","Bird Call Silky Smooth Hair Conditioner",31408185362.00,NT$0.52,13.40,11.30,0,0,20,13,10.10,10.70,17.10
39,1052,"Bird Call","Bird Call Tartar Control Toothpaste",63364935517.00,NT$1.40,17.00,16.00,0,0,29,6,8.47,10.90,21.00
39,1053,"Bird Call","Bird Call Whitening Toothpast",27562906146.00,NT$1.85,18.50,15.50,0,0,8,12,13.60,9.94,10.60
39,1054,"Bird Call","Bird Call Toothpaste",94855292439.00,NT$1.48,14.00,11.00,0,0,34,8,9.44,5.17,7.03
39,1055,"Bird Call","Bird Call Deodorant",40712446570.00,NT$1.62,17.60,15.60,0,0,9,10,7.73,5.43,10.80
79,1056,"Bird Call","Bird Call Conditioning Shampoo",77242599129.00,NT$2.93,15.30,14.30,1,0,25,8,13.00,3.88,22.00
79,1057,"Bird Call","Bird Call Extra Moisture Shampoo",69916102290.00,NT$1.43,18.90,16.80,1,0,35,10,11.30,4.13,5.89
88,1058,"Bird Call","Bird Call Angled Toothbrush",75684021115.00,NT$2.76,14.40,11.30,1,0,26,6,7.17,19.30,22.30
79,1059,"Bird Call","Bird Call Apricot Shampoo",61497420668.00,NT$2.28,16.20,15.20,1,0,1,12,17.30,8.38,6.75
70,1060,"Bird Call","Bird Call Childrens Aspirin",36503105759.00,NT$2.87,19.90,17.80,0,0,5,10,15.60,8.64,10.60
70,1061,"Bird Call","Bird Call Buffered Aspirin",57652141451.00,NT$1.66,15.40,13.30,0,0,2,9,11.40,3.87,7.03
71,1062,"Bird Call","Bird Call 200 MG Ibuprofen",67993462681.00,NT$2.38,19.00,17.00,1,0,16,7,9.71,4.12,10.80
72,1063,"Bird Call","Bird Call 200 MG Acetominifen",58380264639.00,NT$3.18,20.50,17.50,1,0,25,9,14.80,3.10,20.40
73,1064,"Bird Call","Bird Call HCL Nasal Spray",92840180993.00,NT$0.54,17.30,16.20,1,0,15,5,10.60,18.50,16.30
73,1065,"Bird Call","Bird Call Dishwasher Detergent",52464749217.00,NT$1.88,20.90,18.80,1,0,25,7,8.92,18.70,20.20
75,1066,"Bird Call","Bird Call Multi-Symptom Cold Remedy",91281602978.00,NT$2.89,17.30,16.20,0,0,4,14,8.78,9.61,6.34
75,1067,"Bird Call","Bird Call Childrens Cold Remedy",20143937468.00,NT$1.74,12.80,10.80,1,0,35,14,4.58,4.84,22.70
74,1068,"Bird Call","Bird Call Laundry Detergent",52100687623.00,NT$2.11,16.50,13.50,0,0,4,12,22.80,5.10,6.62
