device_dev_name,device_family_name,device_hashed_mac,device_os_name,device_type_name,device_vendor_name,event_protocol_id,event_flow_outbound_or_inbound,event_role_device_or_router,event_role_server_or_client,event_rule_category,event_rule_id,event_rule_name,event_rule_reference,event_rule_severity,event_self_ipv4,event_time,router_ip
Windows,Computer,c50c78e64144528e807416b4b4c8746d3eb3294a,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1054846,WEB cross site scripting attempt -8,none,4,192.168.1.40,12/6/2016 19:36,113.229.5.122
Windows,Computer,f6115829c9de84824f7cc99a5b2ace960a908e61,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.0.50,12/8/2016 7:46,180.60.191.162
Windows,Computer,b82242b9a3f4dad8e4a2f28245c603cfed3231bf,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.0.43,12/20/2016 8:10,43.131.246.218
Windows,Computer,69de7fd829fe7fac359f0eb8d67fe32a9decaf32,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.45,12/23/2016 11:39,171.0.98.36
Windows,Computer,116c4b903ddbaffa5e7dda1da131e3a1dffa320c,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.2.108,12/13/2016 13:29,15.206.110.225
Windows,Computer,6dc791b8db39cfab345f29e554afeee4ab3a2c41,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.2.69,12/6/2016 2:03,50.43.25.70
Windows,Computer,97e9cdc4ded177c1fc725ec4a2ac2cd64fab5acd,Windows,Desktop/Laptop,Microsoft Corp.,17,outbound,device,client,Access Control,1056247,SHELLCODE NOP Sled,http://en.wikipedia.org/wiki/NOP_slide; CVE-2005-0211,4,192.168.1.234,12/8/2016 14:08,177.209.184.151
Windows,Computer,f2d0704309aad1a381ab3ea288fbe337bf089b84,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1110895,WEB-CLIENT WScript.Shell Remote Code Execution -1 (Ransomware Attack Vector),CVE-2006-4704; CVE-2015-6922; msf,5,192.168.1.48,12/15/2016 9:09,90.67.90.144
Windows,Computer,3ca272556046d7c05f4f0f32499788b222fa01d9,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.155,12/7/2016 9:39,175.76.72.28
Windows,Computer,f67cf3ad001e60c806ed6c1597e2281c24593962,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.97,12/22/2016 14:24,42.139.179.142
Android 4.2-5.1,Handheld,d696b3fbbcb6246dfc3cf13c5051845f9abc1db7,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.81,12/1/2016 16:14,152.102.234.33
Windows 7,Computer,6ff39957d8ead7bc5cfd9a577197a656a49630eb,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.82,12/14/2016 12:27,202.178.211.131
Windows,Computer,600ff89c72183acf96b27d8cd6688a4f1330df9a,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.192,12/26/2016 17:45,168.177.89.226
Android 4.2-5.1,Handheld,a288fde13471ee05d7baba0f74a360eae18c33a4,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.101,12/1/2016 9:39,151.243.253.222
Windows,Computer,3b1c1f0d9074c69cf9cebaf762624281a3b3cfee,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.10.8,12/26/2016 3:42,13.46.45.66
Windows,Computer,a7f251ce1e9e46f4ea9445fdfc82e0a92befa19a,Windows,Desktop/Laptop,Microsoft Corp.,6,inbound,device,server,Web Attack,1132627,WEB-CLIENT Javascript Obfuscation in Exploit Kits - 65 (Ransomware Attack Vector),CVE-2016-unknown,4,192.168.1.175,12/15/2016 1:56,181.165.89.146
Windows,Computer,fb4d3ded496edf9370d8c786eeb7fbf1d75c55e8,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.119,12/23/2016 0:45,138.24.238.187
Windows,Computer,8276bb08e84b45030e81677ebe7748f23b1ce597,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.123,12/29/2016 7:09,156.119.6.175
Windows,Computer,7d7c61e47dd56906ae602c5403f1d546c788b43c,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,25.32.143.176,12/17/2016 2:15,167.46.18.231
Windows,Computer,05bae923f550fe7e63133c6d287651ba2c40160b,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,10.0.0.155,12/13/2016 1:20,157.149.81.197
Chromebook,Computer,d402a9f7747b5e276d21fc539edf496b45608c62,ChromeOS,Desktop/Laptop,Google Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.125,12/24/2016 20:06,6.10.183.68
Android 4.2-5.1,Handheld,fb3d603eef4e58f24bea15b6be23ec7a85c91898,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Access Control,1059877,WEB Directory Traversal -8,CVE-2012-5972; CVE-2013-2097; CVE-2013-4547; CVE-2015-2995; msf,5,192.168.1.240,12/22/2016 10:43,8.112.97.105
Windows 7,Computer,771089827dd48b138072402614a5ac783310b42e,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.130,12/9/2016 4:29,204.160.246.232
Windows,Computer,39b3b62bd1be6925d750e71ff66dda78a14af6c1,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.1.221,12/20/2016 18:23,159.56.249.206
Windows,Computer,c0489131e83afa3eacde7af2679c3ab77c0c2fdd,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.26.209,12/13/2016 6:20,196.211.76.93
Windows,Computer,82a91e91c5150caf49e147a6f4efc4ebe533ef06,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.111,12/12/2016 13:03,171.21.168.145
Windows,Computer,42ed19e2ee3bacfc1c3b85b3d6ee83d0cea42a44,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.235,12/31/2016 12:50,171.246.217.98
Windows,Computer,c51be771e3f8624073a2edd3817d0ebafea96c70,Windows,Desktop/Laptop,Microsoft Corp.,17,outbound,device,client,Access Control,1056247,SHELLCODE NOP Sled,http://en.wikipedia.org/wiki/NOP_slide; CVE-2005-0211,4,192.168.1.243,12/6/2016 18:57,172.157.148.253
Windows,Computer,bed3d2ca05804a2a39ee1f1cd59e55d4f5c87507,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.2.111,12/3/2016 22:51,114.204.235.122
Windows,Computer,0f9c4ed1304faff7d2e725824510a1a50beac199,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.3.54,12/2/2016 22:17,167.105.77.153
Windows,Computer,4e4946145e22726a17ac6f62dbf5e704dbf96d6a,Windows,Desktop/Laptop,Microsoft Corp.,6,inbound,device,server,Web Attack,1131554,WEB-CLIENT Suspicious HTML Iframe Tag -4,CVE-2012-unkown,4,192.168.1.39,12/24/2016 0:44,193.81.57.146
Windows,Computer,60a91c708a21a339c3a7271dc8f9cee4c148b01c,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.1.50,12/25/2016 22:27,175.71.28.123
Mac OS X,Computer,5fd7fa0c4497217c8c851785dbc98810d6509404,Mac OS X,Desktop/Laptop,Apple Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.101,12/27/2016 2:40,192.196.254.186
Windows,Computer,cfc8d15ff167ae8d1c4179f3f57062eee953afd0,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.15,12/30/2016 19:07,184.218.152.159
Xbox,Game Console,7ebafcb9e72b2825ba4f38ee545e2f895f45a7da,Xbox,Game Console,Microsoft Corp.,6,outbound,device,client,Web Attack,1055106,WEB PHP Arbitrary Code Injection -1,CVE-2011-4449;CVE-2011-4825;CVE-2011-4828;CVE-2012-0297;CVE-2012-0911;CVE-2012-1153;CVE-2013-0803;CVE-2013-1412;CVE-2013-1010;CVE-2013-3629;CVE-2013-3631;CVE-2013-5696;CVE-2014-1610;CVE-2014-2268;CVE-2014-5519;CVE-2014-7146;CVE-2014-8791;CVE-2014-8684;msf,5,192.168.3.114,12/12/2016 11:49,47.139.190.202
Windows,Computer,a20a1fdd37e6839240d7fe381ebc639cfe06f357,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.2.18,12/9/2016 11:50,161.143.38.210
Windows,Computer,e52cd8ad5a134b000a95946c28b4d894f15d2403,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.22,12/4/2016 15:11,127.233.20.151
Windows,Computer,34acbebffe9e1904af7e864795a933ab116b9331,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.136,12/12/2016 15:41,162.14.238.68
Windows,Computer,b9cef526166c26161a896e8c24b62a0890d26492,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,10.10.1.119,12/4/2016 5:03,91.40.128.131
Windows,Computer,b312ad556d7b8f822a00ade531241f1b81f24ac2,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.1.6,12/27/2016 4:53,162.149.49.25
NetBotz WallBotz 500,Network & Peripheral,cd4b89fd3844178846203a97ab240408d1815168,Others,Miscellaneous,Netbotz,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.21.131,12/9/2016 7:08,155.35.16.95
Windows,Computer,74e76d1f9cde0d483911ee03885825f4f114dc0b,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.1.14,12/10/2016 10:12,46.166.44.83
Windows,Computer,df64be31aa9ca86c9b8e58436e10aba94540e06e,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.151,12/27/2016 2:10,49.37.32.164
Windows,Computer,8abb5740aa816308eea0af4ddccc4f1d7f93e9d5,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,10.6.6.191,12/27/2016 12:59,8.107.158.66
Windows,Computer,f3edddb1f7b614ab1b1f62a2325ce607a074688f,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.114,12/2/2016 9:34,157.25.230.191
Windows,Computer,d248806f06f3f99dfa1696484d8b10b959d815de,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.59,12/28/2016 0:08,215.245.49.49
Windows,Computer,37d325a7ac47228c19adabc6f4406a16babc3c83,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.15,12/1/2016 1:36,113.34.209.77
Windows,Computer,b7df315d5cf1970fa5b3499d86532e4b251c5928,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.197,12/24/2016 12:55,43.206.147.80
Windows 7,Computer,df6a5c7afcbc48c9543d39a8cfc50e5d858eeead,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.120,12/13/2016 19:54,171.229.178.136
Mac OS X,Computer,48d9371ef27222dc49827224c175b22137c91f24,Mac OS X,Desktop/Laptop,Apple Inc.,6,outbound,device,client,Web Attack,1055106,WEB PHP Arbitrary Code Injection -1,CVE-2011-4449;CVE-2011-4825;CVE-2011-4828;CVE-2012-0297;CVE-2012-0911;CVE-2012-1153;CVE-2013-0803;CVE-2013-1412;CVE-2013-1010;CVE-2013-3629;CVE-2013-3631;CVE-2013-5696;CVE-2014-1610;CVE-2014-2268;CVE-2014-5519;CVE-2014-7146;CVE-2014-8791;CVE-2014-8684;msf,5,192.168.1.147,12/9/2016 14:55,206.176.95.242
Windows,Computer,4683681f0206919eea6e7efd1abe0534323e50b9,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059982,WEB NULL-Byte Injection -4,CVE-2014-6287; msf,5,192.168.1.109,12/16/2016 20:50,55.52.133.63
Windows,Computer,0f3c15c1fbff92298cbccd44d743c539da005d4f,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.52,12/24/2016 14:31,157.130.184.97
Windows,Computer,23222f2e1abb688c71cf310418294fef6e674e38,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.53,12/7/2016 18:19,162.54.172.249
Windows,Computer,faf81eaa9c86b44fbc502d3dce47eb6b878a9c5b,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1055106,WEB PHP Arbitrary Code Injection -1,CVE-2011-4449;CVE-2011-4825;CVE-2011-4828;CVE-2012-0297;CVE-2012-0911;CVE-2012-1153;CVE-2013-0803;CVE-2013-1412;CVE-2013-1010;CVE-2013-3629;CVE-2013-3631;CVE-2013-5696;CVE-2014-1610;CVE-2014-2268;CVE-2014-5519;CVE-2014-7146;CVE-2014-8791;CVE-2014-8684;msf,5,192.168.1.186,12/30/2016 11:30,210.207.137.120
Android 4.2-5.1,Handheld,6ffa3e8cfb5877a26931ba7f1a75532e516028ea,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Access Control,1059877,WEB Directory Traversal -8,CVE-2012-5972; CVE-2013-2097; CVE-2013-4547; CVE-2015-2995; msf,5,192.168.2.232,12/17/2016 0:33,6.172.121.198
Windows,Computer,447fc78819b4ba23f6eddf085ad081760f7af669,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.1.132,12/19/2016 2:36,6.25.103.53
Windows Vista,Computer,a2effb4564d2bb62419eec7d4244bd110b2073a9,Windows Vista,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,10.10.10.59,12/6/2016 17:23,187.229.37.250
Windows,Computer,23f4fa598a33950790ed61811b96506cd075caba,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.5.103,12/26/2016 4:23,162.191.14.221
Android 4.2-5.1,Handheld,5119f80a32460a8ff0deb615929a1bf1314b77e7,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.150,12/25/2016 12:14,162.213.25.189
Windows,Computer,b637464fecd038cdaf8231fe556c2d09c362628a,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.0.69,12/16/2016 5:09,147.160.211.136
Windows,Computer,6ec09e9786402fee429477d0681ea4b82dc577b8,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1055396,WEB Cross-site Scripting -9,CVE-2011-2260;CVE-2011-2710;CVE-2012-0017;CVE-2012-0551;CVE-2012-0719;CVE-2012-1859;CVE-2012-4939;CVE-2013-5013;CVE-2014-2092;CVE-2013-7051;CVE-2014-1754;CVE-2014-6325;CVE-2014-6535;CVE-2014-2856;CVE-2014-5360;CVE-2016-0712;CVE-2016-3212;CVE-2016-6837,5,192.168.66.241,12/24/2016 17:19,192.184.179.191
Windows,Computer,a94dce88a445f243c1703f75e6c82d27da1fb3b7,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.11,12/17/2016 10:01,90.108.90.19
Windows,Computer,b23e44c85278ff63e8de213e5053ff3506c894ea,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.231,12/26/2016 2:34,53.116.165.92
Windows,Computer,1d30b25ed373a7fbd6ee91e2b305bfc7adda39be,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.14,12/14/2016 16:42,16.227.102.46
Windows,Computer,8780529a7a1a88246eedc7e7bd1673365a411ab6,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.182,12/6/2016 13:45,170.90.117.247
Windows,Computer,e9afbaded4f99eb4e296d9a80c5fa60084866d03,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,90.200.55.1700,12/17/2016 17:01,167.28.233.90
Chromebook,Computer,7c8ecd880c6cb17da452be97004c04a6762f938c,ChromeOS,Desktop/Laptop,Google Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.143,12/21/2016 18:53,6.32.227.40
Windows,Computer,840afd60356f1ea186dd132e7632d4aa98c3a4ce,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.2.66,12/25/2016 21:34,139.135.173.29
Windows,Computer,da7d192d57b6b62796f79f6193013bccca4b8f7d,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.0.50,12/19/2016 11:14,190.25.137.141
Windows,Computer,7fdd01070ab5a9798b852752436725fd2e0621f5,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.101,12/10/2016 10:00,149.4.238.59
Mac OS X,Computer,dc3cf41d66eb4b80bf258e98ff96bfca3caf6654,Mac OS X,Desktop/Laptop,Apple Inc.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.2.175,12/7/2016 8:53,204.242.179.24
Windows,Computer,ed6f4b17861e49d73010186fc8635eb0e49eafdf,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.26,12/1/2016 19:45,139.193.132.207
Windows,Computer,969b36457230ae092974feb2e00d89aeb7b01e54,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.153,12/22/2016 2:35,215.203.229.132
Windows,Computer,18323ba5b75ee3a070c74715c0762bb4676c9cc4,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.0.207,12/15/2016 20:26,27.110.254.140
Windows,Computer,a70181339fb3eb758055ed97960f76c9f4bae32c,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.15.246,12/5/2016 14:20,2a01:cb04:594:4b00:e23f:49ff:fe93:9f18
Windows,Computer,0f9c4ed1304faff7d2e725824510a1a50beac199,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.3.54,12/22/2016 1:54,167.105.60.40
